ENSMUSG00000000149|ENSMUSG00000000149.11|ENSMUSP00000000153|ENSMUSP00000000153.5,0.37978469687963595
ENSMUSG00000000384|ENSMUSG00000000384.16|ENSMUSP00000000394|ENSMUSP00000000394.8,0.29221472431853396
ENSMUSG00000028494|ENSMUSG00000028494.13|ENSMUSP00000000466|ENSMUSP00000000466.7,0.29746859615498106
ENSMUSG00000000282|ENSMUSG00000000282.13|ENSMUSP00000000291|ENSMUSP00000000291.3,0.2825775039061228
ENSMUSG00000000420|ENSMUSG00000000420.16|ENSMUSP00000000430|ENSMUSP00000000430.8,0.2898521432093849
ENSMUSG00000000374|ENSMUSG00000000374.9|ENSMUSP00000000384|ENSMUSP00000000384.7,0.28209861134360303
ENSMUSG00000000355|ENSMUSG00000000355.14|ENSMUSP00000000365|ENSMUSP00000000365.3,0.35036521848434415
ENSMUSG00000000441|ENSMUSG00000000441.18|ENSMUSP00000000451|ENSMUSP00000000451.8,0.27646639949704194
ENSMUSG00000000278|ENSMUSG00000000278.11|ENSMUSP00000000287|ENSMUSP00000000287.9,0.29137279567587465
ENSMUSG00000000326|ENSMUSG00000000326.14|ENSMUSP00000000335|ENSMUSP00000000335.5,0.3181706398908131
ENSMUSG00000000339|ENSMUSG00000000339.15|ENSMUSP00000000348|ENSMUSP00000000348.9,0.26214957853352105
ENSMUSG00000000439|ENSMUSG00000000439.10|ENSMUSP00000000449|ENSMUSP00000000449.8,0.2810716830747845
ENSMUSG00000000276|ENSMUSG00000000276.12|ENSMUSP00000000285|ENSMUSP00000000285.3,0.2814495322339459
ENSMUSG00000000411|ENSMUSG00000000411.8|ENSMUSP00000000421|ENSMUSP00000000421.6,0.31579663046417283
ENSMUSG00000000275|ENSMUSG00000000275.17|ENSMUSP00000000284|ENSMUSP00000000284.7,0.31000106470924427
ENSMUSG00000029730|ENSMUSG00000029730.17|ENSMUSP00000000505|ENSMUSP00000000505.10,0.27524749291076267
ENSMUSG00000000359|ENSMUSG00000000359.4|ENSMUSP00000000369|ENSMUSP00000000369.4,0.29916370789678454
ENSMUSG00000029231|ENSMUSG00000029231.16|ENSMUSP00000000476|ENSMUSP00000000476.9,0.28086616449698293
ENSMUSG00000000301|ENSMUSG00000000301.17|ENSMUSP00000000310|ENSMUSP00000000310.8,0.3408022762057077
ENSMUSG00000000303|ENSMUSG00000000303.14|ENSMUSP00000000312|ENSMUSP00000000312.6,0.2811144808636586
ENSMUSG00000000435|ENSMUSG00000000435.2|ENSMUSP00000000445|ENSMUSP00000000445.2,0.31577746706863385
ENSMUSG00000026315|ENSMUSG00000026315.14|ENSMUSP00000000514|ENSMUSP00000000514.5,0.29740488800216563
ENSMUSG00000000305|ENSMUSG00000000305.13|ENSMUSP00000000314|ENSMUSP00000000314.7,0.29660223748196085
ENSMUSG00000000378|ENSMUSG00000000378.16|ENSMUSP00000000388|ENSMUSP00000000388.9,0.2766397355205561
ENSMUSG00000000296|ENSMUSG00000000296.9|ENSMUSP00000000305|ENSMUSP00000000305.6,0.29238639217679613
ENSMUSG00000000402|ENSMUSG00000000402.3|ENSMUSP00000000412|ENSMUSP00000000412.3,0.2785682350440135
ENSMUSG00000000318|ENSMUSG00000000318.17|ENSMUSP00000000327|ENSMUSP00000000327.7,0.30857568444289374
ENSMUSG00000000392|ENSMUSG00000000392.18|ENSMUSP00000000402|ENSMUSP00000000402.10,0.2891079348832302
ENSMUSG00000000440|ENSMUSG00000000440.13|ENSMUSP00000000450|ENSMUSP00000000450.4,0.296582209456738
ENSMUSG00000000346|ENSMUSG00000000346.10|ENSMUSP00000000356|ENSMUSP00000000356.9,0.3075187714738062
ENSMUSG00000000295|ENSMUSG00000000295.14|ENSMUSP00000000304|ENSMUSP00000000304.7,0.30781484654266406
ENSMUSG00000000320|ENSMUSG00000000320.11|ENSMUSP00000000329|ENSMUSP00000000329.3,0.2833475893961297
ENSMUSG00000000489|ENSMUSG00000000489.8|ENSMUSP00000000500|ENSMUSP00000000500.7,0.3075230729422761
ENSMUSG00000000766|ENSMUSG00000000766.19|ENSMUSP00000000783|ENSMUSP00000000783.7,0.2918367125565545
ENSMUSG00000000881|ENSMUSG00000000881.13|ENSMUSP00000000901|ENSMUSP00000000901.7,0.2837288776965581
ENSMUSG00000000903|ENSMUSG00000000903.4|ENSMUSP00000000926|ENSMUSP00000000926.3,0.33305474253999917
ENSMUSG00000000632|ENSMUSG00000000632.14|ENSMUSP00000000646|ENSMUSP00000000646.8,0.2736383526376739
ENSMUSG00000001020|ENSMUSG00000001020.9|ENSMUSP00000001046|ENSMUSP00000001046.6,0.39157055646191924
ENSMUSG00000000791|ENSMUSG00000000791.10|ENSMUSP00000000808|ENSMUSP00000000808.8,0.2871351572017722
ENSMUSG00000000530|ENSMUSG00000000530.17|ENSMUSP00000000542|ENSMUSP00000000542.8,0.29350353326524864
ENSMUSG00000000753|ENSMUSG00000000753.16|ENSMUSP00000000769|ENSMUSP00000000769.8,0.29250160614615905
ENSMUSG00000000901|ENSMUSG00000000901.18|ENSMUSP00000000924|ENSMUSP00000000924.7,0.28064014133071924
ENSMUSG00000000817|ENSMUSG00000000817.11|ENSMUSP00000000834|ENSMUSP00000000834.3,0.2885104359126721
ENSMUSG00000001029|ENSMUSG00000001029.16|ENSMUSP00000001055|ENSMUSP00000001055.9,0.2969362327270303
ENSMUSG00000000751|ENSMUSG00000000751.14|ENSMUSP00000000767|ENSMUSP00000000767.6,0.2852816893281776
ENSMUSG00000063558|ENSMUSG00000063558.5|ENSMUSP00000001027|ENSMUSP00000001027.7,0.2695634486649546
ENSMUSG00000000902|ENSMUSG00000000902.14|ENSMUSP00000000925|ENSMUSP00000000925.4,0.3306279981390124
ENSMUSG00000029534|ENSMUSG00000029534.18|ENSMUSP00000000674|ENSMUSP00000000674.7,0.2691944424534696
ENSMUSG00000000631|ENSMUSG00000000631.21|ENSMUSP00000000645|ENSMUSP00000000645.7,0.29765544137372085
ENSMUSG00000001036|ENSMUSG00000001036.18|ENSMUSP00000001063|ENSMUSP00000001063.9,0.26882156178188443
ENSMUSG00000000617|ENSMUSG00000000617.15|ENSMUSP00000000631|ENSMUSP00000000631.8,0.28801843129297927
ENSMUSG00000000562|ENSMUSG00000000562.6|ENSMUSP00000000574|ENSMUSP00000000574.2,0.29505470282653257
ENSMUSG00000000794|ENSMUSG00000000794.10|ENSMUSP00000000811|ENSMUSP00000000811.8,0.29016497263241475
ENSMUSG00000000690|ENSMUSG00000000690.6|ENSMUSP00000000704|ENSMUSP00000000704.4,0.36470912791553683
ENSMUSG00000029844|ENSMUSG00000029844.10|ENSMUSP00000000964|ENSMUSP00000000964.5,0.2816891880458105
ENSMUSG00000027490|ENSMUSG00000027490.18|ENSMUSP00000000894|ENSMUSP00000000894.6,0.29564232907180693
ENSMUSG00000000740|ENSMUSG00000000740.13|ENSMUSP00000000756|ENSMUSP00000000756.6,0.3250358731046034
ENSMUSG00000000730|ENSMUSG00000000730.14|ENSMUSP00000000746|ENSMUSP00000000746.6,0.28781449199245845
ENSMUSG00000000958|ENSMUSG00000000958.11|ENSMUSP00000000984|ENSMUSP00000000984.5,0.2830370152644863
ENSMUSG00000000876|ENSMUSG00000000876.12|ENSMUSP00000000896|ENSMUSP00000000896.5,0.3322757498603235
ENSMUSG00000001016|ENSMUSG00000001016.13|ENSMUSP00000001042|ENSMUSP00000001042.9,0.2734940645500089
ENSMUSG00000000976|ENSMUSG00000000976.14|ENSMUSP00000001002|ENSMUSP00000001002.8,0.25475522480517854
ENSMUSG00000000711|ENSMUSG00000000711.4|ENSMUSP00000000727|ENSMUSP00000000727.3,0.29219751691071033
ENSMUSG00000000776|ENSMUSG00000000776.14|ENSMUSP00000000793|ENSMUSP00000000793.6,0.2956465053049699
ENSMUSG00000000628|ENSMUSG00000000628.11|ENSMUSP00000000642|ENSMUSP00000000642.5,0.30656485348422163
ENSMUSG00000000792|ENSMUSG00000000792.3|ENSMUSP00000000809|ENSMUSP00000000809.3,0.28201867002621905
ENSMUSG00000000739|ENSMUSG00000000739.15|ENSMUSP00000000755|ENSMUSP00000000755.8,0.33608335209178003
ENSMUSG00000001014|ENSMUSG00000001014.7|ENSMUSP00000001040|ENSMUSP00000001040.6,0.26480452315184744
ENSMUSG00000000532|ENSMUSG00000000532.12|ENSMUSP00000000544|ENSMUSP00000000544.10,0.2905435081045756
ENSMUSG00000027489|ENSMUSG00000027489.16|ENSMUSP00000000895|ENSMUSP00000000895.7,0.2889037688528496
ENSMUSG00000000673|ENSMUSG00000000673.10|ENSMUSP00000000687|ENSMUSP00000000687.8,0.31704222470918303
ENSMUSG00000000934|ENSMUSG00000000934.10|ENSMUSP00000000958|ENSMUSP00000000958.9,0.30805488944493803
ENSMUSG00000000759|ENSMUSG00000000759.15|ENSMUSP00000000776|ENSMUSP00000000776.9,0.26566786135469495
ENSMUSG00000000959|ENSMUSG00000000959.8|ENSMUSP00000000985|ENSMUSP00000000985.6,0.2753218220071285
ENSMUSG00000000693|ENSMUSG00000000693.11|ENSMUSP00000000707|ENSMUSP00000000707.3,0.2885215470498952
ENSMUSG00000000531|ENSMUSG00000000531.6|ENSMUSP00000000543|ENSMUSP00000000543.5,0.2782500100613288
ENSMUSG00000000916|ENSMUSG00000000916.16|ENSMUSP00000000940|ENSMUSP00000000940.9,0.2728214177136543
ENSMUSG00000000827|ENSMUSG00000000827.19|ENSMUSP00000000844|ENSMUSP00000000844.9,0.2901990217132856
ENSMUSG00000000787|ENSMUSG00000000787.13|ENSMUSP00000000804|ENSMUSP00000000804.7,0.27565193987182485
ENSMUSG00000000804|ENSMUSG00000000804.15|ENSMUSP00000000821|ENSMUSP00000000821.9,0.3015950413200447
ENSMUSG00000000594|ENSMUSG00000000594.8|ENSMUSP00000000608|ENSMUSP00000000608.8,0.30458681648882746
ENSMUSG00000074340|ENSMUSG00000074340.10|ENSMUSP00000000573|ENSMUSP00000000573.3,0.2812178618917351
ENSMUSG00000000567|ENSMUSG00000000567.6|ENSMUSP00000000579|ENSMUSP00000000579.3,0.3449779875672038
ENSMUSG00000000581|ENSMUSG00000000581.9|ENSMUSP00000000594|ENSMUSP00000000594.3,0.3528066522979693
ENSMUSG00000032175|ENSMUSG00000032175.12|ENSMUSP00000001036|ENSMUSP00000001036.11,0.2946726915684136
ENSMUSG00000000708|ENSMUSG00000000708.15|ENSMUSP00000000724|ENSMUSP00000000724.9,0.27602774788631396
ENSMUSG00000000743|ENSMUSG00000000743.10|ENSMUSP00000000759|ENSMUSP00000000759.9,0.3682272207391686
ENSMUSG00000000915|ENSMUSG00000000915.16|ENSMUSP00000000939|ENSMUSP00000000939.9,0.3110484560005203
ENSMUSG00000000889|ENSMUSG00000000889.9|ENSMUSP00000000910|ENSMUSP00000000910.7,0.30738415620463755
ENSMUSG00000000701|ENSMUSG00000000701.9|ENSMUSP00000000717|ENSMUSP00000000717.8,0.34526955183336683
ENSMUSG00000000869|ENSMUSG00000000869.13|ENSMUSP00000000889|ENSMUSP00000000889.7,0.2904117024030165
ENSMUSG00000044807|ENSMUSG00000044807.14|ENSMUSP00000000632|ENSMUSP00000000632.7,0.2966620614231993
ENSMUSG00000000605|ENSMUSG00000000605.10|ENSMUSP00000000619|ENSMUSP00000000619.7,0.27731690691159094
ENSMUSG00000001021|ENSMUSG00000001021.14|ENSMUSP00000001047|ENSMUSP00000001047.8,0.41479162471439
ENSMUSG00000000861|ENSMUSG00000000861.16|ENSMUSP00000000881|ENSMUSP00000000881.7,0.25790657764167363
ENSMUSG00000001052|ENSMUSG00000001052.16|ENSMUSP00000001079|ENSMUSP00000001079.9,0.24901769504236757
ENSMUSG00000032050|ENSMUSG00000032050.19|ENSMUSP00000000590|ENSMUSP00000000590.9,0.29203875055090994
ENSMUSG00000000627|ENSMUSG00000000627.16|ENSMUSP00000000641|ENSMUSP00000000641.10,0.2603434947728022
ENSMUSG00000000811|ENSMUSG00000000811.15|ENSMUSP00000000828|ENSMUSP00000000828.8,0.2721743216582932
ENSMUSG00000079007|ENSMUSG00000079007.5|ENSMUSP00000000718|ENSMUSP00000000718.7,0.32417553042153274
ENSMUSG00000001017|ENSMUSG00000001017.17|ENSMUSP00000001043|ENSMUSP00000001043.8,0.259205587134972
ENSMUSG00000000884|ENSMUSG00000000884.18|ENSMUSP00000000904|ENSMUSP00000000904.9,0.28998326385735
ENSMUSG00000020715|ENSMUSG00000020715.10|ENSMUSP00000001059|ENSMUSP00000001059.3,0.2852636836566491
ENSMUSG00000001095|ENSMUSG00000001095.6|ENSMUSP00000001122|ENSMUSP00000001122.6,0.29117372067269737
ENSMUSG00000001865|ENSMUSG00000001865.3|ENSMUSP00000001921|ENSMUSP00000001921.2,0.3026742649963654
ENSMUSG00000001225|ENSMUSG00000001225.13|ENSMUSP00000001254|ENSMUSP00000001254.6,0.2599667105585213
ENSMUSG00000001175|ENSMUSG00000001175.17|ENSMUSP00000001204|ENSMUSP00000001204.8,0.3663907372181516
ENSMUSG00000001507|ENSMUSG00000001507.17|ENSMUSP00000001548|ENSMUSP00000001548.8,0.2830656236204952
ENSMUSG00000001280|ENSMUSG00000001280.14|ENSMUSP00000001326|ENSMUSP00000001326.6,0.2622186278119187
ENSMUSG00000001054|ENSMUSG00000001054.10|ENSMUSP00000001081|ENSMUSP00000001081.4,0.3124479690693959
ENSMUSG00000001583|ENSMUSG00000001583.14|ENSMUSP00000001626|ENSMUSP00000001626.4,0.2553356282797614
ENSMUSG00000001445|ENSMUSG00000001445.11|ENSMUSP00000001485|ENSMUSP00000001485.4,0.29231804192568
ENSMUSG00000001227|ENSMUSG00000001227.13|ENSMUSP00000001256|ENSMUSP00000001256.5,0.26874372142875225
ENSMUSG00000001482|ENSMUSG00000001482.16|ENSMUSP00000001522|ENSMUSP00000001522.4,0.3373359139072728
ENSMUSG00000001751|ENSMUSG00000001751.10|ENSMUSP00000001802|ENSMUSP00000001802.10,0.2959269761045847
ENSMUSG00000001741|ENSMUSG00000001741.13|ENSMUSP00000001792|ENSMUSP00000001792.5,0.2636449625783733
ENSMUSG00000001815|ENSMUSG00000001815.16|ENSMUSP00000001867|ENSMUSP00000001867.7,0.27138460743022313
ENSMUSG00000001739|ENSMUSG00000001739.15|ENSMUSP00000001790|ENSMUSP00000001790.5,0.3227770543891268
ENSMUSG00000031967|ENSMUSG00000031967.16|ENSMUSP00000001520|ENSMUSP00000001520.8,0.2735454225934363
ENSMUSG00000001157|ENSMUSG00000001157.14|ENSMUSP00000001185|ENSMUSP00000001185.8,0.27368242031243034
ENSMUSG00000029106|ENSMUSG00000029106.15|ENSMUSP00000001108|ENSMUSP00000001108.5,0.2769641562697809
ENSMUSG00000001524|ENSMUSG00000001524.15|ENSMUSP00000001565|ENSMUSP00000001565.9,0.2939989271075725
ENSMUSG00000001120|ENSMUSG00000001120.16|ENSMUSP00000001148|ENSMUSP00000001148.5,0.29120373425561147
ENSMUSG00000001158|ENSMUSG00000001158.14|ENSMUSP00000001186|ENSMUSP00000001186.5,0.2811962047947153
ENSMUSG00000001494|ENSMUSG00000001494.7|ENSMUSP00000001534|ENSMUSP00000001534.7,0.36917691247480316
ENSMUSG00000001525|ENSMUSG00000001525.11|ENSMUSP00000001566|ENSMUSP00000001566.9,0.3320347567197666
ENSMUSG00000001576|ENSMUSG00000001576.16|ENSMUSP00000158222|ENSMUSP00000158222.2,0.35423029051782046
ENSMUSG00000001300|ENSMUSG00000001300.17|ENSMUSP00000001319|ENSMUSP00000001319.8,0.27013683465597443
ENSMUSG00000001761|ENSMUSG00000001761.8|ENSMUSP00000001812|ENSMUSP00000001812.5,0.2926238322638485
ENSMUSG00000001819|ENSMUSG00000001819.5|ENSMUSP00000001872|ENSMUSP00000001872.5,0.28560600366759076
ENSMUSG00000001670|ENSMUSG00000001670.14|ENSMUSP00000001720|ENSMUSP00000001720.8,0.2937558014417786
ENSMUSG00000001870|ENSMUSG00000001870.17|ENSMUSP00000001927|ENSMUSP00000001927.6,0.27737050269917224
ENSMUSG00000001444|ENSMUSG00000001444.3|ENSMUSP00000001484|ENSMUSP00000001484.3,0.2867877267160104
ENSMUSG00000001672|ENSMUSG00000001672.15|ENSMUSP00000001722|ENSMUSP00000001722.8,0.2805209643480384
ENSMUSG00000001313|ENSMUSG00000001313.13|ENSMUSP00000001347|ENSMUSP00000001347.7,0.31171228121039535
ENSMUSG00000001552|ENSMUSG00000001552.15|ENSMUSP00000001592|ENSMUSP00000001592.9,0.32808548523469155
ENSMUSG00000001138|ENSMUSG00000001138.14|ENSMUSP00000001166|ENSMUSP00000001166.8,0.30757003997260246
ENSMUSG00000001496|ENSMUSG00000001496.16|ENSMUSP00000001536|ENSMUSP00000001536.8,0.32708971927915587
ENSMUSG00000001156|ENSMUSG00000001156.10|ENSMUSP00000001184|ENSMUSP00000001184.8,0.30552903735311066
ENSMUSG00000001569|ENSMUSG00000001569.11|ENSMUSP00000001611|ENSMUSP00000001611.10,0.2645580712950696
ENSMUSG00000001521|ENSMUSG00000001521.13|ENSMUSP00000001562|ENSMUSP00000001562.7,0.28879300631520405
ENSMUSG00000001143|ENSMUSG00000001143.14|ENSMUSP00000137028|ENSMUSP00000137028.2,0.31415071141090983
ENSMUSG00000022485|ENSMUSG00000022485.4|ENSMUSP00000001709|ENSMUSP00000001709.3,0.3094936883378448
ENSMUSG00000001383|ENSMUSG00000001383.10|ENSMUSP00000001419|ENSMUSP00000001419.9,0.33955454461694273
ENSMUSG00000001657|ENSMUSG00000001657.8|ENSMUSP00000001703|ENSMUSP00000001703.7,0.3192401701931801
ENSMUSG00000001467|ENSMUSG00000001467.6|ENSMUSP00000001507|ENSMUSP00000001507.5,0.28017891535608536
ENSMUSG00000001103|ENSMUSG00000001103.8|ENSMUSP00000001130|ENSMUSP00000001130.7,0.29838385668709055
ENSMUSG00000001506|ENSMUSG00000001506.11|ENSMUSP00000001547|ENSMUSP00000001547.8,0.2998150435829227
ENSMUSG00000001441|ENSMUSG00000001441.14|ENSMUSP00000001480|ENSMUSP00000001480.8,0.2712014041380282
ENSMUSG00000001794|ENSMUSG00000001794.14|ENSMUSP00000001845|ENSMUSP00000001845.6,0.30971754133115087
ENSMUSG00000001674|ENSMUSG00000001674.12|ENSMUSP00000001724|ENSMUSP00000001724.6,0.2847023644516554
ENSMUSG00000001151|ENSMUSG00000001151.11|ENSMUSP00000001179|ENSMUSP00000001179.6,0.27573944272542494
ENSMUSG00000001656|ENSMUSG00000001656.4|ENSMUSP00000001701|ENSMUSP00000001701.4,0.31363237636078994
ENSMUSG00000001119|ENSMUSG00000001119.8|ENSMUSP00000001147|ENSMUSP00000001147.5,0.2743164728987817
ENSMUSG00000001440|ENSMUSG00000001440.6|ENSMUSP00000001479|ENSMUSP00000001479.4,0.27420008377762106
ENSMUSG00000001473|ENSMUSG00000001473.8|ENSMUSP00000001513|ENSMUSP00000001513.7,0.3610818090886405
ENSMUSG00000001424|ENSMUSG00000001424.15|ENSMUSP00000001460|ENSMUSP00000001460.7,0.2828349775189218
ENSMUSG00000001349|ENSMUSG00000001349.6|ENSMUSP00000001384|ENSMUSP00000001384.5,0.33130793972623157
ENSMUSG00000001098|ENSMUSG00000001098.16|ENSMUSP00000001125|ENSMUSP00000001125.6,0.32993953255174424
ENSMUSG00000001844|ENSMUSG00000001844.11|ENSMUSP00000001900|ENSMUSP00000001900.3,0.2890943781525307
ENSMUSG00000030495|ENSMUSG00000030495.13|ENSMUSP00000001854|ENSMUSP00000001854.6,0.2935063480213037
ENSMUSG00000027680|ENSMUSG00000027680.16|ENSMUSP00000001620|ENSMUSP00000001620.9,0.27618154283133456
ENSMUSG00000001415|ENSMUSG00000001415.11|ENSMUSP00000001451|ENSMUSP00000001451.6,0.28138458842743386
ENSMUSG00000001555|ENSMUSG00000001555.11|ENSMUSP00000001595|ENSMUSP00000001595.4,0.30313786363791173
ENSMUSG00000001661|ENSMUSG00000001661.6|ENSMUSP00000001711|ENSMUSP00000001711.5,0.30889342907809075
ENSMUSG00000001518|ENSMUSG00000001518.13|ENSMUSP00000001559|ENSMUSP00000001559.9,0.2958543255010383
ENSMUSG00000020829|ENSMUSG00000020829.10|ENSMUSP00000001126|ENSMUSP00000001126.4,0.28742114915533556
ENSMUSG00000025139|ENSMUSG00000025139.15|ENSMUSP00000001950|ENSMUSP00000001950.6,0.31700605475089233
ENSMUSG00000001707|ENSMUSG00000001707.9|ENSMUSP00000001757|ENSMUSP00000001757.8,0.3038086131237606
ENSMUSG00000001082|ENSMUSG00000001082.13|ENSMUSP00000001109|ENSMUSP00000001109.5,0.26534728791385276
ENSMUSG00000053329|ENSMUSG00000053329.8|ENSMUSP00000001242|ENSMUSP00000001242.8,0.287583697999369
ENSMUSG00000001173|ENSMUSG00000001173.16|ENSMUSP00000001202|ENSMUSP00000001202.9,0.2785776119397674
ENSMUSG00000001211|ENSMUSG00000001211.16|ENSMUSP00000001240|ENSMUSP00000001240.6,0.3254829174290692
ENSMUSG00000001729|ENSMUSG00000001729.15|ENSMUSP00000001780|ENSMUSP00000001780.4,0.3576151180013732
ENSMUSG00000001663|ENSMUSG00000001663.11|ENSMUSP00000001713|ENSMUSP00000001713.4,0.32361399306759664
ENSMUSG00000001755|ENSMUSG00000001755.13|ENSMUSP00000001806|ENSMUSP00000001806.4,0.28099308646029614
ENSMUSG00000001622|ENSMUSG00000001622.16|ENSMUSP00000001667|ENSMUSP00000001667.7,0.3065873366111601
ENSMUSG00000001666|ENSMUSG00000001666.9|ENSMUSP00000001716|ENSMUSP00000001716.8,0.3635016002905775
ENSMUSG00000001128|ENSMUSG00000001128.8|ENSMUSP00000001156|ENSMUSP00000001156.8,0.28673412447811536
ENSMUSG00000001228|ENSMUSG00000001228.15|ENSMUSP00000001258|ENSMUSP00000001258.9,0.3000268757772314
ENSMUSG00000001864|ENSMUSG00000001864.14|ENSMUSP00000001920|ENSMUSP00000001920.8,0.35597370950094975
ENSMUSG00000074886|ENSMUSG00000074886.12|ENSMUSP00000001115|ENSMUSP00000001115.9,0.29788883804846
