ENSMUSG00000024811|ENSMUSG00000024811.13|ENSMUSP00000159823|ENSMUSP00000159823.1,0.7284687777401223
ENSMUSG00000039703|ENSMUSG00000039703.17|ENSMUSP00000159541|ENSMUSP00000159541.1,0.7226174595352687
ENSMUSG00000040767|ENSMUSG00000040767.12|ENSMUSP00000159831|ENSMUSP00000159831.1,0.7952256875737913
ENSMUSG00000031660|ENSMUSG00000031660.15|ENSMUSP00000159801|ENSMUSP00000159801.1,0.7243243912397702
ENSMUSG00000030310|ENSMUSG00000030310.12|ENSMUSP00000159538|ENSMUSP00000159538.1,0.6231552140203079
ENSMUSG00000031155|ENSMUSG00000031155.18|ENSMUSP00000033495|ENSMUSP00000033495.11,0.7319387540762065
ENSMUSG00000036931|ENSMUSG00000036931.16|ENSMUSP00000103811|ENSMUSP00000103811.3,0.6802979107408655
ENSMUSG00000050896|ENSMUSG00000050896.13|ENSMUSP00000118362|ENSMUSP00000118362.2,0.5959662143828844
ENSMUSG00000038954|ENSMUSG00000038954.15|ENSMUSP00000120197|ENSMUSP00000120197.2,0.744138626851564
ENSMUSG00000013465|ENSMUSG00000013465.20|ENSMUSP00000057731|ENSMUSP00000057731.10,0.6735443339208849
ENSMUSG00000096356|ENSMUSG00000096356.4|ENSMUSP00000072137|ENSMUSP00000072137.5,0.8164739482629723
ENSMUSG00000044927|ENSMUSG00000044927.8|ENSMUSP00000159534|ENSMUSP00000159534.1,0.8237445511090042
ENSMUSG00000022199|ENSMUSG00000022199.13|ENSMUSP00000154165|ENSMUSP00000154165.3,0.6614165987387831
ENSMUSG00000045257|ENSMUSG00000045257.11|ENSMUSP00000154623|ENSMUSP00000154623.2,0.8102548347163214
ENSMUSG00000032536|ENSMUSG00000032536.13|ENSMUSP00000158925|ENSMUSP00000158925.2,0.6457024555139836
ENSMUSG00000053395|ENSMUSG00000053395.16|ENSMUSP00000090005|ENSMUSP00000090005.6,0.6224484054842936
ENSMUSG00000041115|ENSMUSG00000041115.19|ENSMUSP00000159624|ENSMUSP00000159624.1,0.6492363828205412
ENSMUSG00000041117|ENSMUSG00000041117.10|ENSMUSP00000159532|ENSMUSP00000159532.1,0.612174953279444
ENSMUSG00000020496|ENSMUSG00000020496.11|ENSMUSP00000091703|ENSMUSP00000091703.7,0.7730325257215015
ENSMUSG00000007570|ENSMUSG00000007570.17|ENSMUSP00000110451|ENSMUSP00000110451.3,0.6734997598045988
ENSMUSG00000023791|ENSMUSG00000023791.19|ENSMUSP00000093819|ENSMUSP00000093819.5,0.7820428246283789
ENSMUSG00000045761|ENSMUSG00000045761.17|ENSMUSP00000114359|ENSMUSP00000114359.2,0.6723403240125758
ENSMUSG00000044864|ENSMUSG00000044864.17|ENSMUSP00000122842|ENSMUSP00000122842.2,0.7227922249690044
ENSMUSG00000060586|ENSMUSG00000060586.12|ENSMUSP00000074143|ENSMUSP00000074143.10,0.731381358030051
ENSMUSG00000071230|ENSMUSG00000071230.8|ENSMUSP00000093200|ENSMUSP00000093200.5,0.7663991868919375
ENSMUSG00000076874|ENSMUSG00000076874.3|ENSMUSP00000142997|ENSMUSP00000142997.2,1.4763189786063342
ENSMUSG00000076733|ENSMUSG00000076733.3|ENSMUSP00000100323|ENSMUSP00000100323.2,0.9707933264208477
ENSMUSG00000052684|ENSMUSG00000052684.6|ENSMUSP00000159761|ENSMUSP00000159761.1,0.6622934382206992
ENSMUSG00000003269|ENSMUSG00000003269.20|ENSMUSP00000159530|ENSMUSP00000159530.1,0.7160399892982688
ENSMUSG00000034194|ENSMUSG00000034194.19|ENSMUSP00000113450|ENSMUSP00000113450.3,0.7109360872008258
ENSMUSG00000016458|ENSMUSG00000016458.16|ENSMUSP00000117891|ENSMUSP00000117891.2,0.6929561178921796
ENSMUSG00000056579|ENSMUSG00000056579.19|ENSMUSP00000159371|ENSMUSP00000159371.2,0.8781892129198099
ENSMUSG00000016503|ENSMUSG00000016503.19|ENSMUSP00000119607|ENSMUSP00000119607.2,0.7064006599436785
ENSMUSG00000037514|ENSMUSG00000037514.19|ENSMUSP00000119606|ENSMUSP00000119606.3,0.70320164815324
ENSMUSG00000108815|ENSMUSG00000108815.2|ENSMUSP00000145647|ENSMUSP00000145647.2,0.6896410899961991
ENSMUSG00000116933|ENSMUSG00000116933.2|ENSMUSP00000125172|ENSMUSP00000125172.2,0.7123006900589475
ENSMUSG00000091585|ENSMUSG00000091585.3|ENSMUSP00000126681|ENSMUSP00000126681.3,0.7786501027587834
ENSMUSG00000090395|ENSMUSG00000090395.2|ENSMUSP00000128354|ENSMUSP00000128354.2,0.9455927033701998
ENSMUSG00000097221|ENSMUSG00000097221.2|ENSMUSP00000137703|ENSMUSP00000137703.2,0.9293722888305961
ENSMUSG00000098078|ENSMUSG00000098078.2|ENSMUSP00000138142|ENSMUSP00000138142.2,1.0504689688238724
ENSMUSG00000094915|ENSMUSG00000094915.2|ENSMUSP00000136885|ENSMUSP00000136885.2,0.8401621598500196
ENSMUSG00000094514|ENSMUSG00000094514.2|ENSMUSP00000137243|ENSMUSP00000137243.2,0.8417461191271751
ENSMUSG00000028141|ENSMUSG00000028141.14|ENSMUSP00000143080|ENSMUSP00000143080.3,0.7799188588504655
ENSMUSG00000102836|ENSMUSG00000102836.2|ENSMUSP00000141847|ENSMUSP00000141847.2,0.8785107459487368
ENSMUSG00000076489|ENSMUSG00000076489.4|ENSMUSP00000141199|ENSMUSP00000141199.2,1.808988919782497
ENSMUSG00000111692|ENSMUSG00000111692.2|ENSMUSP00000150978|ENSMUSP00000150978.2,0.9889423469887016
ENSMUSG00000110723|ENSMUSG00000110723.2|ENSMUSP00000152743|ENSMUSP00000152743.2,1.2402732215804158
ENSMUSG00000001017|ENSMUSG00000001017.17|ENSMUSP00000159822|ENSMUSP00000159822.1,0.7414627808696549
ENSMUSG00000017132|ENSMUSG00000017132.19|ENSMUSP00000097756|ENSMUSP00000097756.5,0.6668228565728993
ENSMUSG00000018765|ENSMUSG00000018765.7|ENSMUSP00000159533|ENSMUSP00000159533.1,0.7274414624900205
ENSMUSG00000024925|ENSMUSG00000024925.12|ENSMUSP00000158448|ENSMUSP00000158448.2,0.7710932868367579
ENSMUSG00000025481|ENSMUSG00000025481.13|ENSMUSP00000147888|ENSMUSP00000147888.2,0.8709712886671683
ENSMUSG00000025466|ENSMUSG00000025466.20|ENSMUSP00000115799|ENSMUSP00000115799.2,0.7808862489655845
ENSMUSG00000023051|ENSMUSG00000023051.13|ENSMUSP00000159805|ENSMUSP00000159805.1,0.7081910306775687
ENSMUSG00000028820|ENSMUSG00000028820.15|ENSMUSP00000159529|ENSMUSP00000159529.1,0.7269806900165582
ENSMUSG00000029346|ENSMUSG00000029346.13|ENSMUSP00000119870|ENSMUSP00000119870.2,0.7168570944160323
ENSMUSG00000063656|ENSMUSG00000063656.7|ENSMUSP00000049347|ENSMUSP00000049347.9,0.9975997522697222
ENSMUSG00000035211|ENSMUSG00000035211.11|ENSMUSP00000159540|ENSMUSP00000159540.1,0.698083586745918
ENSMUSG00000029437|ENSMUSG00000029437.13|ENSMUSP00000142507|ENSMUSP00000142507.2,0.7972498647804503
ENSMUSG00000030588|ENSMUSG00000030588.13|ENSMUSP00000146477|ENSMUSP00000146477.2,0.757370859291538
ENSMUSG00000032423|ENSMUSG00000032423.14|ENSMUSP00000159826|ENSMUSP00000159826.1,0.6873262355708133
ENSMUSG00000028760|ENSMUSG00000028760.18|ENSMUSP00000159837|ENSMUSP00000159837.1,0.7437150267449002
ENSMUSG00000017718|ENSMUSG00000017718.16|ENSMUSP00000119310|ENSMUSP00000119310.2,0.6764761407731227
ENSMUSG00000033256|ENSMUSG00000033256.15|ENSMUSP00000117099|ENSMUSP00000117099.2,0.7564271544839117
ENSMUSG00000052144|ENSMUSG00000052144.10|ENSMUSP00000159829|ENSMUSP00000159829.1,0.7152204410629833
ENSMUSG00000044627|ENSMUSG00000044627.12|ENSMUSP00000139369|ENSMUSP00000139369.2,0.8203200542741802
ENSMUSG00000063820|ENSMUSG00000063820.12|ENSMUSP00000122846|ENSMUSP00000122846.2,0.8097463850695302
ENSMUSG00000050766|ENSMUSG00000050766.3|ENSMUSP00000056293|ENSMUSP00000056293.2,0.8426953760848311
ENSMUSG00000068117|ENSMUSG00000068117.11|ENSMUSP00000154974|ENSMUSP00000154974.2,0.7093901917089608
ENSMUSG00000067526|ENSMUSG00000067526.4|ENSMUSP00000085130|ENSMUSP00000085130.2,0.7665515806433248
ENSMUSG00000034327|ENSMUSG00000034327.19|ENSMUSP00000159828|ENSMUSP00000159828.1,0.7186358074106147
ENSMUSG00000066239|ENSMUSG00000066239.3|ENSMUSP00000081804|ENSMUSP00000081804.2,0.7515964313072032
ENSMUSG00000049871|ENSMUSG00000049871.15|ENSMUSP00000155241|ENSMUSP00000155241.2,0.6964993666021433
ENSMUSG00000063905|ENSMUSG00000063905.3|ENSMUSP00000080191|ENSMUSP00000080191.3,1.4128616472901725
ENSMUSG00000058216|ENSMUSG00000058216.14|ENSMUSP00000075779|ENSMUSP00000075779.7,0.7627078587911198
ENSMUSG00000064341|ENSMUSG00000064341.1|ENSMUSP00000080991|ENSMUSP00000080991.1,0.7303430495288478
ENSMUSG00000057134|ENSMUSG00000057134.8|ENSMUSP00000159765|ENSMUSP00000159765.1,0.6666294017305181
ENSMUSG00000068182|ENSMUSG00000068182.4|ENSMUSP00000086719|ENSMUSP00000086719.2,0.8135585831437306
ENSMUSG00000041390|ENSMUSG00000041390.19|ENSMUSP00000140641|ENSMUSP00000140641.2,0.7218679203675914
ENSMUSG00000042292|ENSMUSG00000042292.19|ENSMUSP00000119530|ENSMUSP00000119530.3,0.6345052370652461
ENSMUSG00000095554|ENSMUSG00000095554.3|ENSMUSP00000100282|ENSMUSP00000100282.3,1.0255661500673476
ENSMUSG00000076913|ENSMUSG00000076913.2|ENSMUSP00000142804|ENSMUSP00000142804.2,1.8408862172435214
ENSMUSG00000076937|ENSMUSG00000076937.4|ENSMUSP00000143153|ENSMUSP00000143153.2,0.923889592793228
ENSMUSG00000079009|ENSMUSG00000079009.9|ENSMUSP00000105555|ENSMUSP00000105555.3,0.6087554867996728
ENSMUSG00000000823|ENSMUSG00000000823.17|ENSMUSP00000115601|ENSMUSP00000115601.2,0.7040063590423005
ENSMUSG00000076883|ENSMUSG00000076883.3|ENSMUSP00000143469|ENSMUSP00000143469.2,1.536640992664731
ENSMUSG00000078552|ENSMUSG00000078552.11|ENSMUSP00000101653|ENSMUSP00000101653.3,0.7226189857949434
ENSMUSG00000076890|ENSMUSG00000076890.2|ENSMUSP00000143787|ENSMUSP00000143787.2,1.6046739016430147
ENSMUSG00000076886|ENSMUSG00000076886.2|ENSMUSP00000142599|ENSMUSP00000142599.2,1.542208326370668
ENSMUSG00000076917|ENSMUSG00000076917.2|ENSMUSP00000142357|ENSMUSP00000142357.2,1.7339942287685004
ENSMUSG00000030619|ENSMUSG00000030619.11|ENSMUSP00000159171|ENSMUSP00000159171.2,0.7513335592780006
ENSMUSG00000095533|ENSMUSG00000095533.8|ENSMUSP00000108348|ENSMUSP00000108348.3,0.7738111099038549
ENSMUSG00000095368|ENSMUSG00000095368.8|ENSMUSP00000108421|ENSMUSP00000108421.3,0.7738111099038549
ENSMUSG00000066107|ENSMUSG00000066107.7|ENSMUSP00000122212|ENSMUSP00000122212.2,0.7661191801271778
ENSMUSG00000036322|ENSMUSG00000036322.14|ENSMUSP00000158275|ENSMUSP00000158275.2,0.782149146460642
ENSMUSG00000005610|ENSMUSG00000005610.18|ENSMUSP00000124551|ENSMUSP00000124551.2,0.7093420377652395
ENSMUSG00000039477|ENSMUSG00000039477.17|ENSMUSP00000117651|ENSMUSP00000117651.3,0.6640673189145924
ENSMUSG00000098650|ENSMUSG00000098650.2|ENSMUSP00000125609|ENSMUSP00000125609.2,0.944422154881958
ENSMUSG00000094205|ENSMUSG00000094205.8|ENSMUSP00000132103|ENSMUSP00000132103.2,0.8093993531082864
ENSMUSG00000091347|ENSMUSG00000091347.3|ENSMUSP00000126511|ENSMUSP00000126511.3,1.3111655368676667
ENSMUSG00000090505|ENSMUSG00000090505.3|ENSMUSP00000131656|ENSMUSP00000131656.2,0.8337573495223171
ENSMUSG00000094840|ENSMUSG00000094840.6|ENSMUSP00000136061|ENSMUSP00000136061.2,0.6917856166301001
ENSMUSG00000093456|ENSMUSG00000093456.8|ENSMUSP00000135269|ENSMUSP00000135269.2,1.3737308266710582
ENSMUSG00000107023|ENSMUSG00000107023.3|ENSMUSP00000139644|ENSMUSP00000139644.2,0.7024949250880289
ENSMUSG00000107539|ENSMUSG00000107539.2|ENSMUSP00000145002|ENSMUSP00000145002.3,0.9844830404255637
ENSMUSG00000113163|ENSMUSG00000113163.2|ENSMUSP00000152087|ENSMUSP00000152087.2,0.7343522003459431
ENSMUSG00000121575|ENSMUSG00000121575.1|ENSMUSP00000159628|ENSMUSP00000159628.1,1.0131942054625958
ENSMUSG00000022111|ENSMUSG00000022111.10|ENSMUSP00000154032|ENSMUSP00000154032.2,0.7440501340123269
ENSMUSG00000004626|ENSMUSG00000004626.15|ENSMUSP00000004745|ENSMUSP00000004745.9,0.6545318268218042
ENSMUSG00000020027|ENSMUSG00000020027.19|ENSMUSP00000121305|ENSMUSP00000121305.2,0.7901935538368798
ENSMUSG00000021286|ENSMUSG00000021286.9|ENSMUSP00000152558|ENSMUSP00000152558.2,0.7338680071492751
ENSMUSG00000021972|ENSMUSG00000021972.15|ENSMUSP00000135372|ENSMUSP00000135372.3,0.7304822093241371
ENSMUSG00000021094|ENSMUSG00000021094.11|ENSMUSP00000152198|ENSMUSP00000152198.2,0.734377424689626
ENSMUSG00000024530|ENSMUSG00000024530.9|ENSMUSP00000157593|ENSMUSP00000157593.2,0.8361354516288203
ENSMUSG00000022487|ENSMUSG00000022487.15|ENSMUSP00000115670|ENSMUSP00000115670.2,0.8489883675972272
ENSMUSG00000022883|ENSMUSG00000022883.12|ENSMUSP00000155958|ENSMUSP00000155958.2,0.7458697191484318
ENSMUSG00000026388|ENSMUSG00000026388.16|ENSMUSP00000115887|ENSMUSP00000115887.2,0.840652210570358
ENSMUSG00000033124|ENSMUSG00000033124.17|ENSMUSP00000139608|ENSMUSP00000139608.2,0.639158220956464
ENSMUSG00000028581|ENSMUSG00000028581.18|ENSMUSP00000030316|ENSMUSP00000030316.7,0.6748568255780747
ENSMUSG00000032479|ENSMUSG00000032479.16|ENSMUSP00000143171|ENSMUSP00000143171.2,0.6653976585734439
ENSMUSG00000028341|ENSMUSG00000028341.10|ENSMUSP00000121455|ENSMUSP00000121455.2,0.6970419032334307
ENSMUSG00000030579|ENSMUSG00000030579.11|ENSMUSP00000146494|ENSMUSP00000146494.2,0.8575498965491237
ENSMUSG00000015165|ENSMUSG00000015165.17|ENSMUSP00000134734|ENSMUSP00000134734.2,0.6992226068980797
ENSMUSG00000034757|ENSMUSG00000034757.16|ENSMUSP00000097956|ENSMUSP00000097956.5,0.6969164158854918
ENSMUSG00000029452|ENSMUSG00000029452.19|ENSMUSP00000143523|ENSMUSP00000143523.2,0.6901241046612674
ENSMUSG00000031485|ENSMUSG00000031485.16|ENSMUSP00000147611|ENSMUSP00000147611.2,0.6909308692223498
ENSMUSG00000032966|ENSMUSG00000032966.15|ENSMUSP00000118725|ENSMUSP00000118725.2,0.7801477510326714
ENSMUSG00000030126|ENSMUSG00000030126.18|ENSMUSP00000032222|ENSMUSP00000032222.10,0.7262215264667994
ENSMUSG00000043716|ENSMUSG00000043716.14|ENSMUSP00000118695|ENSMUSP00000118695.2,0.7810264440586165
ENSMUSG00000026159|ENSMUSG00000026159.14|ENSMUSP00000140473|ENSMUSP00000140473.2,0.7524258338152313
ENSMUSG00000023345|ENSMUSG00000023345.18|ENSMUSP00000149444|ENSMUSP00000149444.2,0.7357335455339065
ENSMUSG00000028876|ENSMUSG00000028876.8|ENSMUSP00000118801|ENSMUSP00000118801.2,0.682588193987833
ENSMUSG00000069601|ENSMUSG00000069601.15|ENSMUSP00000139496|ENSMUSP00000139496.2,0.7347482562044072
ENSMUSG00000021176|ENSMUSG00000021176.7|ENSMUSP00000152099|ENSMUSP00000152099.2,0.7720725117276843
ENSMUSG00000039146|ENSMUSG00000039146.6|ENSMUSP00000044765|ENSMUSP00000044765.6,0.8473177281928042
ENSMUSG00000049811|ENSMUSG00000049811.18|ENSMUSP00000146368|ENSMUSP00000146368.2,0.7277771764340536
ENSMUSG00000050921|ENSMUSG00000050921.13|ENSMUSP00000115201|ENSMUSP00000115201.2,0.7799154787282203
ENSMUSG00000026202|ENSMUSG00000026202.14|ENSMUSP00000078429|ENSMUSP00000078429.8,0.718066079899137
ENSMUSG00000056978|ENSMUSG00000056978.9|ENSMUSP00000145962|ENSMUSP00000145962.2,0.9865107500351658
ENSMUSG00000052428|ENSMUSG00000052428.11|ENSMUSP00000141241|ENSMUSP00000141241.2,0.7799832641675045
ENSMUSG00000115067|ENSMUSG00000115067.2|ENSMUSP00000080659|ENSMUSP00000080659.7,0.7155522413878049
ENSMUSG00000058925|ENSMUSG00000058925.12|ENSMUSP00000114519|ENSMUSP00000114519.2,0.8019708633161928
ENSMUSG00000061136|ENSMUSG00000061136.17|ENSMUSP00000075655|ENSMUSP00000075655.8,0.7005904431151112
ENSMUSG00000089945|ENSMUSG00000089945.14|ENSMUSP00000117466|ENSMUSP00000117466.2,0.6905689451896241
ENSMUSG00000076901|ENSMUSG00000076901.2|ENSMUSP00000143330|ENSMUSP00000143330.2,1.7314258627437435
ENSMUSG00000076608|ENSMUSG00000076608.3|ENSMUSP00000142377|ENSMUSP00000142377.2,1.576079492968044
ENSMUSG00000076907|ENSMUSG00000076907.2|ENSMUSP00000142342|ENSMUSP00000142342.2,1.7560455924629277
ENSMUSG00000076918|ENSMUSG00000076918.2|ENSMUSP00000142663|ENSMUSP00000142663.2,1.576079492968044
ENSMUSG00000076899|ENSMUSG00000076899.2|ENSMUSP00000142450|ENSMUSP00000142450.2,1.9365929813756906
ENSMUSG00000076617|ENSMUSG00000076617.10|ENSMUSP00000136807|ENSMUSP00000136807.3,0.672821004652329
ENSMUSG00000076486|ENSMUSG00000076486.2|ENSMUSP00000142193|ENSMUSP00000142193.2,1.8747083029512066
ENSMUSG00000034429|ENSMUSG00000034429.16|ENSMUSP00000119705|ENSMUSP00000119705.2,0.6589639989324673
ENSMUSG00000076606|ENSMUSG00000076606.4|ENSMUSP00000143592|ENSMUSP00000143592.2,2.094696669373077
ENSMUSG00000048747|ENSMUSG00000048747.15|ENSMUSP00000121284|ENSMUSP00000121284.2,0.7872990514948214
ENSMUSG00000076905|ENSMUSG00000076905.3|ENSMUSP00000142923|ENSMUSP00000142923.2,1.7649457626625615
ENSMUSG00000076914|ENSMUSG00000076914.2|ENSMUSP00000143467|ENSMUSP00000143467.2,1.9132687881691275
ENSMUSG00000076889|ENSMUSG00000076889.2|ENSMUSP00000142973|ENSMUSP00000142973.2,1.599455580764405
ENSMUSG00000076621|ENSMUSG00000076621.2|ENSMUSP00000141217|ENSMUSP00000141217.2,1.5022942172117153
ENSMUSG00000076912|ENSMUSG00000076912.2|ENSMUSP00000142713|ENSMUSP00000142713.2,2.0963803020771605
ENSMUSG00000076497|ENSMUSG00000076497.2|ENSMUSP00000141994|ENSMUSP00000141994.2,1.926074671295988
ENSMUSG00000076897|ENSMUSG00000076897.2|ENSMUSP00000143024|ENSMUSP00000143024.2,1.474290232822546
ENSMUSG00000000732|ENSMUSG00000000732.10|ENSMUSP00000151346|ENSMUSP00000151346.2,0.6967957638028158
ENSMUSG00000076488|ENSMUSG00000076488.2|ENSMUSP00000141680|ENSMUSP00000141680.2,1.8408862172435214
ENSMUSG00000076891|ENSMUSG00000076891.2|ENSMUSP00000142544|ENSMUSP00000142544.2,1.7314258627437435
ENSMUSG00000076878|ENSMUSG00000076878.2|ENSMUSP00000143627|ENSMUSP00000143627.2,1.4980630974166544
ENSMUSG00000104630|ENSMUSG00000104630.2|ENSMUSP00000142784|ENSMUSP00000142784.2,2.0372754928489236
ENSMUSG00000076882|ENSMUSG00000076882.4|ENSMUSP00000142947|ENSMUSP00000142947.2,1.473090996451217
ENSMUSG00000076908|ENSMUSG00000076908.2|ENSMUSP00000143434|ENSMUSP00000143434.2,1.7005728036524126
ENSMUSG00000076613|ENSMUSG00000076613.5|ENSMUSP00000141198|ENSMUSP00000141198.3,0.6785495757137783
ENSMUSG00000076896|ENSMUSG00000076896.2|ENSMUSP00000142562|ENSMUSP00000142562.2,1.5980709691463884
ENSMUSG00000076884|ENSMUSG00000076884.2|ENSMUSP00000143666|ENSMUSP00000143666.2,2.0562268963178036
ENSMUSG00000076923|ENSMUSG00000076923.2|ENSMUSP00000143114|ENSMUSP00000143114.2,1.776504401888678
ENSMUSG00000076487|ENSMUSG00000076487.2|ENSMUSP00000141795|ENSMUSP00000141795.2,2.195174004492686
ENSMUSG00000076870|ENSMUSG00000076870.3|ENSMUSP00000143430|ENSMUSP00000143430.2,1.901010293114337
ENSMUSG00000027367|ENSMUSG00000027367.17|ENSMUSP00000116374|ENSMUSP00000116374.2,0.7213043409613789
ENSMUSG00000076498|ENSMUSG00000076498.3|ENSMUSP00000100100|ENSMUSP00000100100.2,0.8310980449177836
ENSMUSG00000076492|ENSMUSG00000076492.2|ENSMUSP00000141722|ENSMUSP00000141722.2,2.0562268963178036
ENSMUSG00000105518|ENSMUSG00000105518.2|ENSMUSP00000102953|ENSMUSP00000102953.3,1.0970476322247622
ENSMUSG00000003038|ENSMUSG00000003038.16|ENSMUSP00000120795|ENSMUSP00000120795.2,1.0917857563278177
ENSMUSG00000076924|ENSMUSG00000076924.2|ENSMUSP00000142969|ENSMUSP00000142969.2,1.6953738737204034
ENSMUSG00000076607|ENSMUSG00000076607.2|ENSMUSP00000143297|ENSMUSP00000143297.2,1.760366142604838
ENSMUSG00000076906|ENSMUSG00000076906.2|ENSMUSP00000142485|ENSMUSP00000142485.2,1.8439039621804028
ENSMUSG00000076614|ENSMUSG00000076614.8|ENSMUSP00000141658|ENSMUSP00000141658.2,0.681496988316773
ENSMUSG00000076922|ENSMUSG00000076922.2|ENSMUSP00000142705|ENSMUSP00000142705.2,1.7628386810251833
ENSMUSG00000076749|ENSMUSG00000076749.3|ENSMUSP00000100338|ENSMUSP00000100338.2,0.8708695924799187
ENSMUSG00000076885|ENSMUSG00000076885.2|ENSMUSP00000143118|ENSMUSP00000143118.2,1.6911576277600195
ENSMUSG00000076619|ENSMUSG00000076619.2|ENSMUSP00000141736|ENSMUSP00000141736.2,2.005322193823372
ENSMUSG00000076900|ENSMUSG00000076900.2|ENSMUSP00000143317|ENSMUSP00000143317.2,1.8284561347166375
ENSMUSG00000076898|ENSMUSG00000076898.2|ENSMUSP00000142343|ENSMUSP00000142343.2,1.8881332918586675
ENSMUSG00000076921|ENSMUSG00000076921.2|ENSMUSP00000143149|ENSMUSP00000143149.2,1.9717280944163746
ENSMUSG00000076876|ENSMUSG00000076876.4|ENSMUSP00000143782|ENSMUSP00000143782.2,1.9020839567758399
ENSMUSG00000076928|ENSMUSG00000076928.6|ENSMUSP00000100459|ENSMUSP00000100459.2,0.8643962668279961
ENSMUSG00000076609|ENSMUSG00000076609.3|ENSMUSP00000100206|ENSMUSP00000100206.2,0.9259292632352262
ENSMUSG00000076887|ENSMUSG00000076887.2|ENSMUSP00000142598|ENSMUSP00000142598.2,2.259411475751094
ENSMUSG00000076881|ENSMUSG00000076881.2|ENSMUSP00000142740|ENSMUSP00000142740.2,1.6046739016430147
ENSMUSG00000076916|ENSMUSG00000076916.2|ENSMUSP00000142869|ENSMUSP00000142869.2,1.8273844016817427
ENSMUSG00000076493|ENSMUSG00000076493.2|ENSMUSP00000141782|ENSMUSP00000141782.2,1.715162539870606
ENSMUSG00000076752|ENSMUSG00000076752.3|ENSMUSP00000100340|ENSMUSP00000100340.2,0.8838253330303016
ENSMUSG00000076925|ENSMUSG00000076925.3|ENSMUSP00000143132|ENSMUSP00000143132.2,2.0742372630425834
ENSMUSG00000076879|ENSMUSG00000076879.2|ENSMUSP00000143288|ENSMUSP00000143288.2,1.7047551780912626
ENSMUSG00000076894|ENSMUSG00000076894.2|ENSMUSP00000143307|ENSMUSP00000143307.2,2.0223332776835745
ENSMUSG00000076612|ENSMUSG00000076612.9|ENSMUSP00000100212|ENSMUSP00000100212.4,0.6731136979336518
ENSMUSG00000076618|ENSMUSG00000076618.2|ENSMUSP00000141935|ENSMUSP00000141935.2,1.5618643382794783
